label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
draw,0.331562012,0.876103759,-6.98E-05,0.374049038,0.820548534,-0.012818674,0.402584672,0.735215187,-0.032619346,0.403485775,0.656032562,-0.055581119,0.378515065,0.608150125,-0.070602067,0.370734066,0.644420147,0.014502682,0.373363942,0.469156086,-0.039795745,0.370367378,0.539207697,-0.012813617,0.372378856,0.407058209,-0.064429358,0.340884268,0.654162586,5.10E-05,0.363118589,0.659900844,-0.058468413,0.350067526,0.578467309,-0.052037768,0.357439399,0.69769913,-0.047611501,0.311720788,0.6784693,-0.021929357,0.342376471,0.695636094,-0.067905247,0.324900478,0.614125431,-0.071201935,0.335294515,0.72862637,-0.054343104,0.282684296,0.711682975,-0.045241762,0.321205884,0.715814292,-0.069095507,0.304206043,0.659400761,-0.073768474,0.312924981,0.744275928,-0.062141322
draw,0.33407259,0.869682074,-7.46E-05,0.37583831,0.81115818,-0.010124166,0.404892623,0.723124921,-0.031914648,0.405571014,0.641261339,-0.058227874,0.378755748,0.594962716,-0.075187884,0.370990306,0.633664012,0.015897136,0.373769164,0.462844908,-0.04370917,0.370681703,0.529726267,-0.015247746,0.372650892,0.403495669,-0.06737835,0.340988934,0.644420862,-0.001095785,0.365327001,0.654591978,-0.062639251,0.352367371,0.570320964,-0.056964651,0.35762012,0.688720465,-0.051345587,0.311673433,0.669267595,-0.026046567,0.345036417,0.689905047,-0.072263271,0.326929212,0.605990529,-0.07754226,0.337253541,0.7205984,-0.057394229,0.282486379,0.702965796,-0.051564585,0.324058205,0.707799137,-0.071848392,0.305844545,0.650931478,-0.079099782,0.314997166,0.733861089,-0.063742891
draw,0.334480464,0.864915609,-8.31E-05,0.377307117,0.802339435,-0.008380787,0.404692113,0.713399172,-0.027005577,0.405199617,0.63376075,-0.050898414,0.379900038,0.589292049,-0.066098966,0.371490449,0.62718451,0.019512478,0.375111252,0.455191255,-0.037529923,0.371292919,0.523180366,-0.009914984,0.374198079,0.394182384,-0.061956983,0.34205392,0.63876313,0.002782432,0.365661561,0.646031618,-0.054994751,0.351924807,0.562723517,-0.050163884,0.358697653,0.683062673,-0.043534573,0.313008249,0.664574444,-0.021838682,0.346086025,0.679279804,-0.066185243,0.326946765,0.596456468,-0.070647165,0.33907035,0.713435888,-0.05186405,0.284194767,0.699259102,-0.047077984,0.325211078,0.700285375,-0.067355216,0.306136787,0.643775523,-0.073622793,0.317807734,0.729786634,-0.059196375
draw,0.335033804,0.860787988,-7.63E-05,0.378009617,0.796189845,-0.007096251,0.405370206,0.709471941,-0.025015878,0.405531257,0.630108416,-0.047621798,0.380070806,0.585423589,-0.061812621,0.371901929,0.622718215,0.021691052,0.376061171,0.449988723,-0.033921376,0.371817499,0.517858505,-0.006668304,0.375227123,0.389657766,-0.058302868,0.342979759,0.63408947,0.00475111,0.366962492,0.641219497,-0.051811181,0.353538215,0.55774045,-0.047326323,0.359173536,0.678557634,-0.041161411,0.314082295,0.658686221,-0.019690394,0.346583128,0.673810005,-0.06205469,0.328075409,0.590621054,-0.06713412,0.33877188,0.707859516,-0.047946423,0.284730673,0.691887915,-0.044718377,0.325266242,0.692136288,-0.063923337,0.306363344,0.635557353,-0.070321463,0.317210972,0.721488297,-0.056255363
draw,0.33327359,0.85467273,-7.03E-05,0.377881497,0.793169975,-0.00749393,0.405878991,0.706069052,-0.025149802,0.405668408,0.624301076,-0.047310997,0.379842788,0.576564908,-0.060753126,0.373914331,0.617847204,0.024022186,0.376993656,0.441702604,-0.029367575,0.373791754,0.510755956,-0.002977693,0.375592232,0.381002724,-0.052962925,0.344361663,0.628084898,0.007835391,0.367080003,0.634515047,-0.047928441,0.354604065,0.550446868,-0.042758986,0.359693587,0.672515631,-0.037458871,0.314821869,0.651605189,-0.016188223,0.346313268,0.666809678,-0.059605338,0.328825861,0.583292544,-0.062832497,0.338393003,0.700771809,-0.046786003,0.284847617,0.683386385,-0.040632918,0.325378537,0.685201228,-0.060559195,0.307493478,0.628659546,-0.065979332,0.316821933,0.713480115,-0.053368401
draw,0.334350318,0.852546692,-6.70E-05,0.378275782,0.788375199,-0.009487926,0.406607956,0.699711263,-0.026751133,0.407385975,0.618089676,-0.048961844,0.381759912,0.572665095,-0.062375233,0.373781621,0.61409831,0.025165191,0.376985282,0.438988954,-0.027753783,0.373706788,0.507421553,-0.001138896,0.375369608,0.377031267,-0.051415954,0.344771415,0.624416769,0.010112018,0.368476152,0.633414865,-0.046746936,0.356283218,0.547893345,-0.04085337,0.360422134,0.671744525,-0.037139419,0.315683693,0.648009181,-0.013271317,0.347645521,0.661868155,-0.05902458,0.329838753,0.576928079,-0.060886201,0.340087861,0.697880507,-0.046727162,0.285610825,0.680644691,-0.037471838,0.326342911,0.680532932,-0.059775066,0.307404876,0.623847067,-0.063160256,0.319022834,0.710759997,-0.054071732
draw,0.334755272,0.849196196,-7.83E-05,0.379324704,0.783122003,-0.005643427,0.407244593,0.691921651,-0.022583432,0.407163769,0.609740734,-0.046069387,0.380518347,0.566907525,-0.061133847,0.37345767,0.609582245,0.028486853,0.377352744,0.435483515,-0.023279104,0.373687387,0.50366956,0.002205753,0.374957144,0.373698533,-0.045924012,0.344155341,0.621063113,0.010710489,0.368399769,0.625039339,-0.044387989,0.354838729,0.540553033,-0.040481593,0.360862017,0.663935065,-0.032793403,0.314834476,0.645501792,-0.015260846,0.348817945,0.658375919,-0.058908265,0.329816639,0.573385239,-0.062325891,0.341274917,0.69479233,-0.045795027,0.28541714,0.678435087,-0.041273367,0.327427298,0.678803444,-0.060733955,0.308229029,0.620769322,-0.066078387,0.319658935,0.710356355,-0.053614557
draw,0.334076613,0.845582962,-8.00E-05,0.378759027,0.781938791,-0.007646108,0.407632709,0.690373957,-0.025745213,0.407200933,0.607358396,-0.049400546,0.379813194,0.562218785,-0.06472344,0.375039905,0.60459733,0.025555179,0.377967656,0.432823062,-0.025508808,0.374547631,0.50016892,-0.000661231,0.3765755,0.372430086,-0.047215153,0.344644099,0.615662158,0.008502126,0.36824578,0.620180488,-0.048197467,0.354799569,0.53633672,-0.042613897,0.361679882,0.659809768,-0.037756186,0.31460306,0.640813172,-0.016379789,0.348039687,0.655784011,-0.062397394,0.329027206,0.571435094,-0.064888217,0.340954721,0.69229883,-0.049426597,0.284643978,0.674559772,-0.041632224,0.326932073,0.676304877,-0.062696353,0.30779326,0.619054556,-0.06796445,0.319125503,0.707269549,-0.055643838
draw,0.334678143,0.843875229,-8.13E-05,0.378484666,0.778407514,-0.007230777,0.406266809,0.689305007,-0.024305545,0.407304794,0.608017385,-0.046710763,0.382179976,0.560219109,-0.06094626,0.373171777,0.603168309,0.026343388,0.377052933,0.428472042,-0.025895389,0.373312801,0.496572733,-6.97E-05,0.375216305,0.366966963,-0.04896345,0.344009221,0.615157723,0.009399193,0.367706358,0.621166766,-0.04679963,0.35467577,0.536458611,-0.04133286,0.359752834,0.659910858,-0.03773123,0.314930856,0.639784038,-0.015225326,0.347400039,0.652840674,-0.057393581,0.328833252,0.568312407,-0.062175013,0.339692593,0.688042343,-0.043303899,0.285344183,0.671929121,-0.040560838,0.326225162,0.672140598,-0.059623472,0.307428122,0.614503503,-0.066125512,0.317973316,0.701957405,-0.051845081
draw,0.333565176,0.840685964,-8.18E-05,0.379101694,0.774674118,-0.008293256,0.408019036,0.684405148,-0.026379151,0.407806724,0.601412892,-0.049338449,0.380441695,0.556859434,-0.063306995,0.374337047,0.598727763,0.0270893,0.377807349,0.425399274,-0.024705032,0.374213785,0.493075013,0.000248711,0.376296967,0.36456877,-0.046361756,0.344575822,0.610259593,0.010675219,0.368231595,0.615464389,-0.045346525,0.355155587,0.529868186,-0.040986404,0.360425055,0.653826475,-0.034176961,0.315022558,0.635534644,-0.013923902,0.348074496,0.648910761,-0.059531879,0.329286903,0.562995851,-0.062394738,0.340205103,0.684799314,-0.046274103,0.285213411,0.669411659,-0.038855944,0.327090263,0.670416296,-0.060213454,0.307875782,0.61260283,-0.064918846,0.318843842,0.700840592,-0.053493485
draw,0.33449474,0.837894738,-8.24E-05,0.379132509,0.769786716,-0.006783778,0.407341182,0.679610908,-0.024143195,0.407293737,0.596470475,-0.047090024,0.38030839,0.552197456,-0.061236154,0.373170793,0.594991505,0.027937697,0.377499193,0.421349466,-0.024069712,0.373405308,0.489649713,0.001284946,0.375734568,0.359121889,-0.04602278,0.343784004,0.606918693,0.010720323,0.36784634,0.613511801,-0.043284699,0.355026692,0.527207851,-0.04049984,0.359475821,0.651201785,-0.032003101,0.314492941,0.631922901,-0.014743419,0.347738743,0.646075964,-0.057465047,0.329161316,0.559992552,-0.062396012,0.339574724,0.68004626,-0.043322731,0.284768045,0.664942145,-0.040357001,0.326181084,0.666897893,-0.059535399,0.307333291,0.608409047,-0.065704152,0.31736663,0.695849776,-0.052436721
draw,0.334862411,0.834702015,-7.42E-05,0.379164964,0.767352104,-0.006572754,0.407962531,0.676737607,-0.025078854,0.408005565,0.593184173,-0.048569407,0.379725635,0.551098049,-0.06315466,0.373902917,0.591987431,0.026394114,0.377688318,0.417598248,-0.028653711,0.373773724,0.485612929,-0.001988339,0.37607196,0.357234359,-0.051067717,0.34417817,0.603657603,0.009226066,0.368732542,0.608411193,-0.04585794,0.355859071,0.522925675,-0.042715125,0.359615535,0.6438936,-0.03389658,0.314620078,0.628704607,-0.016055332,0.348023444,0.643472254,-0.058283683,0.329772323,0.557910502,-0.063983962,0.338870287,0.674882829,-0.043486897,0.284650326,0.661789656,-0.041387588,0.326557964,0.663884699,-0.060596216,0.308034807,0.605718017,-0.067026883,0.316363513,0.691482723,-0.053260013
draw,0.334492624,0.833296657,-8.08E-05,0.377885401,0.767900169,-0.008778517,0.406911582,0.679226875,-0.029124826,0.408353537,0.597014368,-0.053795587,0.381812394,0.550094545,-0.070004575,0.372762293,0.589687645,0.021406436,0.376807749,0.413328409,-0.031983446,0.372891337,0.482496262,-0.005039424,0.374969482,0.35090825,-0.057368897,0.343289763,0.601506889,0.004593994,0.36809051,0.608340502,-0.048647527,0.35483259,0.522029817,-0.045675803,0.359273612,0.646300316,-0.03825587,0.314164966,0.626759291,-0.020446809,0.34819141,0.641396821,-0.062040538,0.329739153,0.555905581,-0.067282967,0.339376241,0.67429477,-0.04855248,0.285071939,0.659690261,-0.046152681,0.327615768,0.6639961,-0.066213459,0.309171021,0.605383575,-0.072300196,0.317714632,0.691628575,-0.059553351
draw,0.335678101,0.830246925,-8.26E-05,0.378993809,0.766391754,-0.012496588,0.407811224,0.675275922,-0.03427403,0.407369286,0.592557907,-0.059596013,0.378995717,0.549415469,-0.075898893,0.373771906,0.58506012,0.014083973,0.377600193,0.406692564,-0.042247757,0.373891532,0.47721225,-0.014456883,0.376455545,0.342961341,-0.066030547,0.343382448,0.597040713,-0.000858523,0.367956132,0.607962489,-0.058282752,0.354991436,0.522471368,-0.053996798,0.360402852,0.646283269,-0.047124524,0.313710868,0.623522937,-0.02434935,0.348284304,0.639748871,-0.07047794,0.329336107,0.556007624,-0.073283598,0.341088176,0.673996329,-0.058391891,0.284298897,0.658785641,-0.04850091,0.326901406,0.661890328,-0.07039275,0.307205081,0.605341434,-0.074735478,0.319804311,0.690715253,-0.064898327
draw,0.333678484,0.830725551,-9.15E-05,0.37789616,0.766175866,-0.013839745,0.40839684,0.67609334,-0.036444645,0.410162538,0.59412539,-0.062282242,0.381107897,0.550319731,-0.080144703,0.373962045,0.583833635,0.014009994,0.377599001,0.404297948,-0.039200563,0.373917401,0.475566447,-0.01210178,0.376428157,0.341003239,-0.064177223,0.343794227,0.595274031,-0.000152566,0.368335634,0.601051986,-0.05609386,0.35492602,0.517877579,-0.051591616,0.362092406,0.64297235,-0.045105547,0.314137548,0.621670127,-0.022650992,0.348083675,0.635097265,-0.067357846,0.329532474,0.553073525,-0.069556616,0.341726035,0.672480702,-0.055713791,0.284727961,0.65687573,-0.04631089,0.326933771,0.657898843,-0.068831332,0.307244182,0.602127731,-0.072116621,0.320852488,0.689794242,-0.063635007
draw,0.337300062,0.829878867,-9.37E-05,0.378962159,0.765502095,-0.013384932,0.408745587,0.676879287,-0.037523262,0.410553217,0.595966458,-0.065732583,0.382590681,0.551594496,-0.086196028,0.373162746,0.580781698,0.013069384,0.376855493,0.399118185,-0.045172378,0.37323603,0.471978128,-0.015358775,0.375366181,0.333522767,-0.071715787,0.342441976,0.592686534,-0.002729161,0.369405597,0.602109373,-0.061856091,0.35591796,0.51704371,-0.056430217,0.361570269,0.644772232,-0.052074004,0.31224972,0.619864106,-0.027257023,0.348547071,0.63712728,-0.07243751,0.32972604,0.552626729,-0.076373875,0.34121868,0.674218416,-0.05949299,0.281988382,0.656006694,-0.052999675,0.325659662,0.660110474,-0.07386107,0.305738002,0.601506174,-0.079731487,0.318336427,0.691747189,-0.066857688
draw,0.334360242,0.832524717,-0.000101816,0.377254546,0.769487262,-0.015241803,0.408586234,0.678518713,-0.040781751,0.4120121,0.597010195,-0.069780409,0.3820723,0.555718839,-0.092269093,0.371937424,0.58059305,0.010931009,0.377230078,0.400326014,-0.047529247,0.373098195,0.473219246,-0.017487478,0.376507133,0.337645054,-0.073966458,0.340748966,0.592824221,-0.003657362,0.369226664,0.603972495,-0.064114809,0.355004102,0.519080937,-0.058602668,0.362166464,0.648192823,-0.051501062,0.310492337,0.620568573,-0.027049523,0.347501546,0.639880896,-0.072625712,0.329455167,0.556281567,-0.075293116,0.339760453,0.676929474,-0.059431002,0.280333877,0.657328308,-0.051718313,0.323601902,0.662253976,-0.074423157,0.304087639,0.604555249,-0.078381613,0.316322684,0.694151103,-0.06768164
draw,0.334626108,0.832791388,-0.000101359,0.376925588,0.770942748,-0.016324257,0.408824623,0.68064177,-0.044031601,0.412447184,0.598739803,-0.075132869,0.381678045,0.554269314,-0.099747278,0.37222299,0.579690158,0.008118717,0.377137929,0.396894574,-0.049498837,0.373765826,0.47060287,-0.019319797,0.37567085,0.331739396,-0.076847494,0.340234429,0.591897666,-0.006787764,0.368072659,0.605421782,-0.069317512,0.354941219,0.520577729,-0.062452242,0.361544043,0.649060547,-0.057930283,0.30958724,0.619606078,-0.030741869,0.346925139,0.641168773,-0.077705897,0.329654783,0.558070064,-0.07879407,0.34016934,0.678765476,-0.066709235,0.279934019,0.656262934,-0.056069203,0.324093252,0.66373086,-0.077082664,0.305565774,0.605653286,-0.081470773,0.317277104,0.696722686,-0.070769764
draw,0.334299445,0.833738565,-9.80E-05,0.37625587,0.774607658,-0.018573085,0.408701867,0.684326291,-0.046745878,0.412474722,0.602616608,-0.077677585,0.381669968,0.561641932,-0.101692513,0.370727628,0.580288649,0.001253302,0.37574932,0.393440157,-0.059158143,0.371701866,0.468083382,-0.028304391,0.374957412,0.327188194,-0.085772388,0.338079244,0.593423069,-0.012096505,0.368181825,0.606875718,-0.076232903,0.354630411,0.523169339,-0.069690347,0.361034989,0.647652984,-0.064565159,0.307427526,0.620948136,-0.0344177,0.346534818,0.648041546,-0.080355629,0.329557419,0.566234767,-0.084147654,0.339234114,0.680349231,-0.067355089,0.277849853,0.656055331,-0.05844219,0.322597653,0.66820401,-0.07840874,0.304449439,0.609985232,-0.084400505,0.315075696,0.696802855,-0.0706219
draw,0.337377638,0.836025655,-9.85E-05,0.378667861,0.773486853,-0.018128455,0.409685045,0.681627214,-0.046453584,0.409539521,0.599653542,-0.077456035,0.375387669,0.566005111,-0.101711437,0.369118005,0.577422559,-0.002009088,0.373816878,0.3912009,-0.063223086,0.37045756,0.464831412,-0.032070372,0.371552706,0.325993478,-0.089846417,0.335793853,0.593829453,-0.015467251,0.366977274,0.620626986,-0.075780489,0.354321808,0.532157004,-0.073085673,0.358036757,0.659110785,-0.061962921,0.305309534,0.623494565,-0.03817996,0.345088065,0.655961573,-0.079777725,0.328482687,0.574857533,-0.086161435,0.336791605,0.684840381,-0.066787921,0.275787711,0.659712732,-0.06281691,0.321334064,0.673968077,-0.079900302,0.302953452,0.616229892,-0.086426102,0.312955856,0.700808525,-0.072920911
draw,0.334732533,0.841324806,-0.000112425,0.376162201,0.783970118,-0.019958427,0.408133626,0.692350388,-0.050242547,0.40944916,0.611442566,-0.083888389,0.376421511,0.577928483,-0.113290533,0.367534667,0.578913689,-0.008376767,0.373266995,0.389160901,-0.069772333,0.370402068,0.464076608,-0.038299639,0.370936096,0.325212747,-0.09640868,0.332495451,0.593238115,-0.021892674,0.365047872,0.61916852,-0.090436332,0.352908641,0.534974575,-0.082038499,0.357328087,0.658842206,-0.079225577,0.301366061,0.622223973,-0.043894812,0.342893302,0.660118341,-0.090490364,0.327860862,0.582010329,-0.094099,0.334706903,0.689221263,-0.078754149,0.272287667,0.658411562,-0.068298653,0.318954349,0.679389834,-0.088367321,0.301280707,0.62387073,-0.093771912,0.311195016,0.70435065,-0.081016101
draw,0.333840936,0.844924927,-0.000108423,0.376185149,0.786269069,-0.022238318,0.408957303,0.692968071,-0.055706967,0.4057706,0.611814439,-0.09130533,0.367515057,0.583574533,-0.12193878,0.366508335,0.574980676,-0.012758237,0.370593727,0.387462258,-0.075964309,0.368664891,0.461762428,-0.044731159,0.367658019,0.323341578,-0.101129584,0.329740673,0.59228313,-0.02592626,0.36312452,0.627262712,-0.094770864,0.35111177,0.540073812,-0.087845393,0.35546726,0.666046679,-0.082345732,0.298057824,0.62427038,-0.047673807,0.340720147,0.668229759,-0.095580697,0.325206012,0.589106381,-0.100146629,0.33299917,0.697082996,-0.083365142,0.268787891,0.663496017,-0.072003521,0.316834837,0.687735915,-0.090842918,0.298646748,0.632067502,-0.097063676,0.309190989,0.713601351,-0.083286956
draw,0.334560901,0.848476291,-0.000110313,0.375846803,0.786347985,-0.021214334,0.40605709,0.693183064,-0.05865676,0.400552124,0.615454853,-0.098995462,0.36209017,0.595063746,-0.135417327,0.359530061,0.571040213,-0.024364188,0.365669757,0.388392627,-0.093352668,0.363670915,0.461168826,-0.060464039,0.361092299,0.324269831,-0.11994087,0.322069973,0.591217101,-0.040097024,0.359818965,0.634817064,-0.106115088,0.345181555,0.54354018,-0.10445407,0.352369905,0.672297835,-0.091727331,0.291333199,0.628452539,-0.063686945,0.338692486,0.675425649,-0.10831365,0.319919884,0.596269727,-0.118235163,0.330868512,0.700602353,-0.093700998,0.264364123,0.673244715,-0.089652255,0.31538865,0.699503541,-0.104240902,0.294557184,0.645514905,-0.114574328,0.307631999,0.721068025,-0.095881313
draw,0.331483871,0.849766076,-0.000127951,0.372646153,0.793348014,-0.025269819,0.403103113,0.702533603,-0.062877469,0.402679086,0.625137448,-0.10307052,0.365624547,0.597006559,-0.14046897,0.355006784,0.571550131,-0.031111524,0.35898304,0.383573741,-0.099418886,0.357971907,0.459261924,-0.066730492,0.354478151,0.320161968,-0.125054628,0.31718123,0.588684142,-0.043979175,0.357287258,0.631382167,-0.118390106,0.34179616,0.5484308,-0.109361522,0.35229215,0.671128035,-0.107967727,0.286779761,0.625267982,-0.064295158,0.335482121,0.67372036,-0.118305832,0.316703528,0.601745665,-0.119719103,0.330618769,0.703482628,-0.108630568,0.260772705,0.670895338,-0.087662704,0.31222716,0.698744357,-0.113095485,0.290129483,0.649502039,-0.115430318,0.309776962,0.723114014,-0.108538762
